CX,CY,LVX,LVY,ANG,AV,LG,RG,ACT
0.04916029,-0.0066851284,-0.010169635,0.019450214,-0.041507546,0.06523476,1.0,1.0,0
0.04908991,-0.006272819,-0.010178848,0.018408371,-0.038405094,0.062049247,1.0,1.0,0
0.049018003,-0.0058816457,-0.010187033,0.01745797,-0.035448357,0.059134863,1.0,1.0,0
0.048945047,-0.005505314,-0.010187626,0.01679309,-0.032592352,0.05712036,1.0,1.0,0
0.048871804,-0.005135491,-0.010177795,0.016494906,-0.029778542,0.05627659,1.0,1.0,0
0.048798848,-0.004764559,-0.010158224,0.01653836,-0.026951892,0.056533106,1.0,1.0,0
0.04872675,-0.0043871547,-0.01013218,0.016822744,-0.024073249,0.05757313,1.0,1.0,0
0.048655607,-0.004000845,-0.010104122,0.01721326,-0.021124965,0.058965754,1.0,1.0,0
0.048585318,-0.003606131,-0.010078369,0.017581295,-0.018110203,0.060295206,1.0,1.0,0
0.048515797,-0.0032056593,-0.010058092,0.017833736,-0.015047333,0.06125737,1.0,1.0,0
0.04844656,-0.0028029704,-0.010044813,0.017927187,-0.011962006,0.061706442,1.0,1.0,0
0.048377417,-0.0024014616,-0.010038438,0.017866857,-0.008879278,0.061654616,1.0,1.0,0
0.048307993,-0.002003708,-0.0100376345,0.017693853,-0.005817663,0.06123211,1.0,1.0,0
0.048238277,-0.0016108894,-0.010040452,0.017466825,-0.002786215,0.0606287,1.0,1.0,0
0.04816828,-0.0012229704,-0.010044949,0.017243613,0.00021548202,0.060033895,1.0,1.0,0
0.048090268,-0.0012173915,-0.0078032413,0.00024781591,0.00021236882,-6.046195e-05,1.0,1.0,0
0.048068047,-0.001220181,-0.0022266507,-0.00012490594,0.00021530161,5.7912897e-05,1.0,1.0,0
0.048078727,-0.0012202525,0.0010882046,-2.4974215e-06,0.00019919897,-0.00031304458,1.0,1.0,0
0.048092745,-0.001220181,0.0014283847,2.11113e-06,0.00017802329,-0.00041151512,1.0,1.0,0
0.048098374,-0.001220181,0.0005731938,5.4773193e-07,0.00016954116,-0.00016511681,1.0,1.0,0
0.04809742,-0.001220181,-9.137514e-05,-8.974812e-08,0.0001708936,2.631355e-05,1.0,1.0,0
0.048095036,-0.001220181,-0.00024499086,-2.204449e-07,0.00017453209,7.057048e-05,1.0,1.0,0
0.0480937,-0.001220181,-0.00012918764,-1.164261e-07,0.00017644424,3.7213737e-05,1.0,1.0,0
0.0480937,-0.001220181,-4.3452283e-06,-4.089017e-09,0.0001765083,1.2537192e-06,1.0,1.0,0
0.048094083,-0.001220181,3.9049795e-05,3.3290007e-08,0.00017592532,-1.12531225e-05,1.0,1.0,0
0.04809437,-0.001220181,2.6720732e-05,2.45821e-08,0.0001755349,-7.691227e-06,1.0,1.0,0
0.04809437,-0.001220181,4.6665195e-06,4.4280415e-09,0.00017546712,-1.3608421e-06,1.0,1.0,0
0.048094273,-0.001220181,-5.636469e-06,-3.9834713e-09,0.00017555988,1.6192196e-06,1.0,1.0,0
0.048094176,-0.001220181,-5.169068e-06,-5.412061e-09,0.00017564608,1.4914119e-06,1.0,1.0,0
0.048094176,-0.001220181,-1.5316098e-06,-1.3054292e-09,0.00017566048,4.5565025e-07,1.0,1.0,0
0.048094176,-0.001220181,6.883555e-07,6.354092e-10,0.00017564822,-1.9748263e-07,1.0,1.0,0
0.048094176,-0.001220181,9.511117e-07,7.9149026e-10,0.00017563507,-3.507109e-07,1.0,1.0,0
0.048094176,-0.001220181,4.0454242e-07,6.385538e-10,0.00017563305,-1.4297358e-07,1.0,1.0,0
0.048094176,-0.001220181,-6.2143585e-08,-6.4126243e-10,0.00017564346,9.192126e-08,1.0,1.0,0
0.048094176,-0.001220181,-1.7247766e-07,-2.90372e-10,0.00017565304,7.4973215e-08,1.0,1.0,0
0.048094176,-0.001220181,-9.978332e-08,-6.146574e-11,0.00017566238,8.561419e-08,1.0,1.0,0
0.048094176,-0.001220181,-2.7500121e-08,1.10396726e-10,0.00017567126,9.0887674e-08,1.0,1.0,0
0.048094176,-0.001220181,2.431029e-08,-9.117163e-10,0.00017566766,-5.295043e-08,1.0,1.0,0
0.048094176,-0.001220181,4.625284e-08,5.857036e-10,0.00017566798,-9.5001845e-08,1.0,1.0,0
0.048094176,-0.001220181,3.906692e-08,1.0753299e-09,0.0001756676,-9.4331234e-08,1.0,1.0,0
0.048094176,-0.001220181,3.118833e-08,2.8415656e-09,0.00017566307,-7.2238976e-08,1.0,1.0,0
0.0036224364,1.4154413,0.36688772,0.20093243,-0.004190599,-0.08310552,0.0,0.0,1
0.007183361,1.4193773,0.35868397,0.17492837,-0.0067518298,-0.051228303,0.0,0.0,0
0.010744381,1.4227142,0.35869223,0.14828774,-0.009311602,-0.051200338,0.0,0.0,1
0.014214707,1.4254538,0.34731126,0.12175039,-0.009586522,-0.005499193,0.0,0.0,0
0.017684937,1.4275931,0.34731138,0.09508205,-0.009862413,-0.005518496,0.0,0.0,0
0.021155262,1.4291325,0.3473118,0.06841378,-0.01013776,-0.005507604,0.0,0.0,1
0.024533177,1.430085,0.33570832,0.042344518,-0.008084201,0.04107527,0.0,0.0,1
0.027819252,1.4304293,0.32419991,0.015329272,-0.00372711,0.087149665,0.0,0.0,0
0.031105136,1.4301741,0.3241865,-0.0113401925,0.0006288033,0.087126166,0.0,0.0,1
0.034312345,1.4293158,0.31430826,-0.03815769,0.0069623124,0.12668183,0.0,0.0,1
0.0374341,1.4278687,0.30360177,-0.064378306,0.015435166,0.16947286,0.0,0.0,0
0.040555477,1.4258227,0.30357632,-0.09105197,0.023906203,0.1694363,0.0,0.0,1
0.04359722,1.4231857,0.29359978,-0.11739501,0.034367595,0.2092468,0.0,0.0,0
0.046638586,1.4199501,0.29356903,-0.144072,0.044826455,0.20919637,0.0,0.0,0
0.04967966,1.4161161,0.29353875,-0.17074922,0.05528405,0.20917079,0.0,0.0,0
0.05272026,1.4116836,0.29350907,-0.19742648,0.06573998,0.20913787,0.0,0.0,3
0.055820752,1.406662,0.30102587,-0.22360015,0.07467274,0.17867139,0.0,0.0,1
0.058829498,1.4010277,0.28954467,-0.25102046,0.085915074,0.2248671,0.0,0.0,0
0.061837863,1.3947947,0.28951278,-0.27770054,0.09715434,0.22480571,0.0,0.0,2
0.06480513,1.3888563,0.28533563,-0.26470748,0.108473375,0.22640128,0.0,0.0,2
0.0675148,1.3835579,0.26037666,-0.236282,0.11901586,0.2108686,0.0,0.0,3
0.070319176,1.3776786,0.27227217,-0.26196775,0.12714091,0.16251571,0.0,0.0,1
0.07306051,1.3711989,0.2644173,-0.28885028,0.13683182,0.19383581,0.0,0.0,1
0.07573672,1.364116,0.2562947,-0.315869,0.14814435,0.22627047,0.0,0.0,3
0.07847671,1.3564547,0.2643488,-0.34148487,0.15779378,0.19300552,0.0,0.0,2
0.08115053,1.3488295,0.25772995,-0.3399621,0.16745012,0.19312686,0.0,0.0,2
0.08383141,1.3418288,0.2577894,-0.31234244,0.17776853,0.20636854,0.0,0.0,1
0.0864316,1.3342063,0.2476813,-0.3403018,0.19016556,0.24794059,0.0,0.0,3
0.089105226,1.3260136,0.25695348,-0.36549515,0.20063347,0.20935842,0.0,0.0,3
0.09187565,1.3172431,0.269114,-0.39089286,0.2086192,0.15971546,0.0,0.0,2
0.0945076,1.3094187,0.25491834,-0.34894565,0.21696618,0.16693953,0.0,0.0,3
0.09723415,1.3010353,0.26689053,-0.37345392,0.22279584,0.1165939,0.0,0.0,2
0.09991817,1.2931588,0.26209134,-0.35103586,0.22918847,0.12785256,0.0,0.0,0
0.1026021,1.2846829,0.2620925,-0.37770587,0.23558109,0.12785216,0.0,0.0,2
0.1051548,1.2767477,0.24875703,-0.35373333,0.2422054,0.1324864,0.0,0.0,2
0.107558444,1.2694646,0.23360375,-0.32482415,0.24908672,0.13762648,0.0,0.0,3
0.11003313,1.261603,0.24252526,-0.35025218,0.25412115,0.10068879,0.0,0.0,3
0.11258831,1.2531607,0.25261226,-0.37572005,0.25708672,0.059311293,0.0,0.0,2
0.11501894,1.245243,0.23984309,-0.35246477,0.26037756,0.065816894,0.0,0.0,2
0.117287256,1.2378002,0.22348735,-0.33137998,0.2637969,0.06838617,0.0,0.0,3
0.119638726,1.2298006,0.23402528,-0.35575286,0.2649526,0.023114279,0.0,0.0,2
0.1218215,1.221777,0.2174321,-0.356758,0.26582056,0.0173594,0.0,0.0,3
0.124075316,1.2131946,0.22644755,-0.3812436,0.2647297,-0.021817151,0.0,0.0,2
0.12607184,1.2046052,0.20136595,-0.38144478,0.26296836,-0.035226725,0.0,0.0,2
0.1280634,1.1960565,0.2003911,-0.37972322,0.26169887,-0.025389683,0.0,0.0,2
0.1298438,1.1877121,0.17958666,-0.37059227,0.2601287,-0.03140313,0.0,0.0,2
0.13157359,1.1795446,0.17413087,-0.36279258,0.25894842,-0.02360567,0.0,0.0,2
0.13301125,1.1721047,0.14516698,-0.33041146,0.25751066,-0.028754797,0.0,0.0,3
0.13451262,1.164096,0.1532452,-0.35540235,0.2543471,-0.06327129,0.0,0.0,2
0.13579264,1.1567179,0.13113627,-0.32737976,0.25114733,-0.06399447,0.0,0.0,3
0.13713941,1.1487718,0.13958983,-0.35232937,0.24614637,-0.10001884,0.0,0.0,2
0.13837509,1.1412915,0.12818804,-0.3316864,0.24144849,-0.09395768,0.0,0.0,2
0.13931055,1.1339427,0.098961666,-0.3257345,0.23594144,-0.110140845,0.0,0.0,3
0.14031,1.1260061,0.10698454,-0.35162532,0.22880389,-0.14275143,0.0,0.0,2
0.14119491,1.1185012,0.0953374,-0.33250952,0.22187227,-0.13863228,0.0,0.0,2
0.14186326,1.1114186,0.073970705,-0.31372625,0.21465774,-0.1442909,0.0,0.0,2
0.1423727,1.1052551,0.0578115,-0.27294835,0.20772359,-0.13868284,0.0,0.0,0
0.14288196,1.0984924,0.05781277,-0.2996189,0.2007895,-0.13868238,0.0,0.0,2
0.14330092,1.0923237,0.04846084,-0.27328557,0.19418073,-0.1321755,0.0,0.0,2
0.14353228,1.0870688,0.02965938,-0.23270659,0.187622,-0.13117453,0.0,0.0,1
0.14369412,1.0811964,0.020929622,-0.2604043,0.18285348,-0.095370516,0.0,0.0,3
0.14395323,1.0747482,0.033147,-0.28571674,0.175586,-0.1453495,0.0,0.0,2
0.14403982,1.0688909,0.016063582,-0.2594604,0.1681758,-0.14820386,0.0,0.0,1
0.14405365,1.0624268,0.006961579,-0.28667653,0.16259728,-0.11157036,0.0,0.0,3
0.1441656,1.0553778,0.019263895,-0.31243104,0.15453184,-0.16130878,0.0,0.0,2
0.14426498,1.0487822,0.017569821,-0.29236296,0.1469094,-0.1524491,0.0,0.0,2
0.14427014,1.0429616,0.007969128,-0.25797427,0.13947734,-0.14864121,0.0,0.0,0
0.14427528,1.0365417,0.007970113,-0.28464556,0.13204531,-0.14864066,0.0,0.0,0
0.14428034,1.0295227,0.0079710465,-0.31131682,0.12461331,-0.14864008,0.0,0.0,2
0.14429016,1.0225985,0.008160869,-0.3071575,0.11746971,-0.14287165,0.0,0.0,2
0.14429054,1.0160257,0.00692605,-0.29160118,0.11062737,-0.13684711,0.0,0.0,2
0.14412013,1.010004,-0.009756224,-0.26710504,0.10339213,-0.14470488,0.0,0.0,2
0.14390478,1.0042353,-0.014305331,-0.25590673,0.09622224,-0.14339793,0.0,0.0,1
0.14359722,0.997865,-0.02585403,-0.2828183,0.09136325,-0.09717987,0.0,0.0,2
0.14315262,0.99211895,-0.039267235,-0.25506726,0.086218014,-0.10290476,0.0,0.0,0
0.14270811,0.9857735,-0.039266944,-0.2817362,0.08107278,-0.10290457,0.0,0.0,2
0.14218321,0.980077,-0.04723524,-0.25289842,0.07586994,-0.10405661,0.0,0.0,0
0.1416583,0.97378105,-0.047234975,-0.27956736,0.07066713,-0.10405638,0.0,0.0,0
0.14113331,0.96688527,-0.047234725,-0.30623627,0.06546432,-0.10405618,0.0,0.0,2
0.14045382,0.9608129,-0.062259417,-0.26964626,0.05983579,-0.1125707,0.0,0.0,1
0.13971205,0.95413816,-0.07007329,-0.29650006,0.055773515,-0.081245415,0.0,0.0,1
0.13889217,0.946866,-0.079851665,-0.3231333,0.053665724,-0.04215579,0.0,0.0,1
0.13798742,0.93898976,-0.09050656,-0.35005614,0.05369384,0.0005624673,0.0,0.0,2
0.13701935,0.9316152,-0.09671716,-0.32775506,0.05361282,-0.0016204028,0.0,0.0,3
0.13614741,0.92365783,-0.084658846,-0.35357377,0.0511032,-0.050192464,0.0,0.0,2
0.1352191,0.9157618,-0.09013074,-0.350845,0.048437964,-0.053304683,0.0,0.0,2
0.13423061,0.9086992,-0.09609277,-0.31380945,0.045708954,-0.054580532,0.0,0.0,2
0.13324738,0.90221757,-0.09575968,-0.28799567,0.043171227,-0.05075454,0.0,0.0,2
0.1320756,0.8957035,-0.113799036,-0.2894214,0.039838374,-0.06665696,0.0,0.0,2
0.13090524,0.8893111,-0.11375251,-0.28402042,0.036601108,-0.064745255,0.0,0.0,0
0.129735,0.8823189,-0.11375246,-0.310688,0.033363864,-0.0647452,0.0,0.0,2
0.12865476,0.8754204,-0.105236985,-0.30653366,0.030614844,-0.054980285,0.0,0.0,2
0.12739229,0.8694758,-0.122759245,-0.2641432,0.027170455,-0.068887666,0.0,0.0,1
0.126062,0.86293447,-0.13126293,-0.2906924,0.025427222,-0.034864668,0.0,0.0,2
0.124808505,0.85686564,-0.12403003,-0.26970765,0.02412362,-0.02607194,0.0,0.0,0
0.12355509,0.8501966,-0.12403002,-0.29637447,0.022820028,-0.026071917,0.0,0.0,3
0.12239609,0.84292287,-0.11218451,-0.32322598,0.019146407,-0.07347234,0.0,0.0,2
0.12105999,0.83560866,-0.12908807,-0.32502744,0.014687468,-0.0891788,0.0,0.0,2
0.119589046,0.828343,-0.1419704,-0.3228806,0.00963449,-0.10105972,0.0,0.0,1
0.11803398,0.8204666,-0.15252745,-0.3500417,0.0066974373,-0.05874117,0.0,0.0,2
0.11655426,0.81271833,-0.14536408,-0.34436077,0.004124153,-0.05146595,0.0,0.0,2
0.11501436,0.80525625,-0.15111378,-0.33164054,0.0012840315,-0.0568021,0.0,0.0,2
0.11344109,0.7987135,-0.15430406,-0.29078966,-0.0017039124,-0.059758883,0.0,0.0,2
0.11172104,0.79277015,-0.16828308,-0.26415747,-0.00537634,-0.07344874,0.0,0.0,3
0.110077664,0.7862284,-0.15866579,-0.29077813,-0.010974667,-0.111966334,0.0,0.0,2
0.10860348,0.77982605,-0.14251979,-0.28459263,-0.015815267,-0.09681216,0.0,0.0,2
0.10701408,0.77419513,-0.15342747,-0.2503325,-0.021254687,-0.10878837,0.0,0.0,1
0.10534964,0.7679764,-0.16284892,-0.27643877,-0.024803212,-0.07097063,0.0,0.0,2
0.103657246,0.7620482,-0.16545129,-0.26354268,-0.028549012,-0.074916296,0.0,0.0,1
0.10188713,0.75551534,-0.17518815,-0.29038924,-0.030347608,-0.035972197,0.0,0.0,2
0.10006676,0.74962133,-0.17986599,-0.261998,-0.032494154,-0.042930894,0.0,0.0,0
0.09824638,0.7431274,-0.17986599,-0.2886651,-0.03464071,-0.042930882,0.0,0.0,2
0.096332744,0.73686564,-0.18866484,-0.27837408,-0.037306827,-0.05332268,0.0,0.0,2
0.094496444,0.7306994,-0.1812057,-0.27411082,-0.039694875,-0.047760952,0.0,0.0,1
0.09257765,0.72394913,-0.19158785,-0.30002668,-0.039994072,-0.00598385,0.0,0.0,0
0.09065876,0.7165987,-0.19158787,-0.3266934,-0.04029328,-0.0059838337,0.0,0.0,0
0.08873987,0.7086482,-0.19158787,-0.3533601,-0.040592473,-0.0059838444,0.0,0.0,2
0.08689003,0.7008554,-0.18491259,-0.3463581,-0.040667057,-0.001491628,0.0,0.0,2
0.08496962,0.693233,-0.19153397,-0.3387845,-0.04116373,-0.009933377,0.0,0.0,2
0.083163165,0.68592125,-0.18055937,-0.32496458,-0.041249093,-0.0017072214,0.0,0.0,2
0.081338026,0.678558,-0.1822739,-0.32726252,-0.041490503,-0.0048281765,0.0,0.0,2
0.07964859,0.6721427,-0.16913733,-0.28511727,-0.041301932,0.003771543,0.0,0.0,2
0.077983186,0.66606545,-0.16672178,-0.27009785,-0.041121062,0.003617239,0.0,0.0,2
0.07640238,0.65994287,-0.15858951,-0.27209654,-0.0406194,0.010033334,0.0,0.0,0
0.074821666,0.6532205,-0.15858951,-0.29876325,-0.040117744,0.010033334,0.0,0.0,2
0.07311945,0.6474745,-0.16995989,-0.25537914,-0.040371273,-0.0050705257,0.0,0.0,1
0.07132578,0.64114237,-0.18143281,-0.2813758,-0.038318776,0.041049685,0.0,0.0,2
0.069484234,0.6354644,-0.18586189,-0.25231236,-0.036635976,0.03365614,0.0,0.0,2
0.06771918,0.6301686,-0.17845874,-0.23532309,-0.034710046,0.038518447,0.0,0.0,2
0.06594515,0.6255128,-0.17917426,-0.20688154,-0.03295746,0.03505162,0.0,0.0,3
0.06424065,0.62026066,-0.17044565,-0.23342656,-0.0329504,0.00014077812,0.0,0.0,0
0.06253624,0.61440855,-0.17044565,-0.2600932,-0.032943375,0.0001408067,0.0,0.0,0
0.060831834,0.6079566,-0.17044565,-0.28675988,-0.032936316,0.00014080289,0.0,0.0,2
0.058992483,0.60170776,-0.18322676,-0.2777416,-0.03363443,-0.013962363,0.0,0.0,2
0.057160188,0.59588164,-0.18244895,-0.2589525,-0.034405608,-0.015423356,0.0,0.0,2
0.055227183,0.59062713,-0.19191846,-0.23356305,-0.03576591,-0.027206,0.0,0.0,0
0.05329428,0.58477277,-0.19191846,-0.26022986,-0.037126206,-0.027206063,0.0,0.0,1
0.05127268,0.5783188,-0.20303705,-0.28682488,-0.036260393,0.017316401,0.0,0.0,2
0.049118996,0.5728307,-0.21545093,-0.24391085,-0.036179557,0.0016165596,0.0,0.0,0
0.04696522,0.5667427,-0.21545096,-0.27057755,-0.036098722,0.0016164836,0.0,0.0,0
0.044811536,0.5600546,-0.21545096,-0.29724422,-0.036017895,0.0016164656,0.0,0.0,2
0.042645454,0.5535107,-0.21654502,-0.2908415,-0.03607646,-0.0011714196,0.0,0.0,3
0.040551472,0.5463635,-0.2075125,-0.3177001,-0.03794537,-0.03737817,0.0,0.0,2
0.038608648,0.5395307,-0.19299275,-0.30371383,-0.039221913,-0.025530953,0.0,0.0,2
0.036703207,0.533151,-0.18929738,-0.28357488,-0.040452342,-0.024608644,0.0,0.0,2
0.034705542,0.52695554,-0.1979892,-0.27540663,-0.042206474,-0.035082705,0.0,0.0,3
0.032804202,0.5201492,-0.18590435,-0.3026296,-0.04638752,-0.083620764,0.0,0.0,2
0.031124115,0.5141904,-0.16459945,-0.2649431,-0.049752183,-0.0672936,0.0,0.0,1
0.029363727,0.5076308,-0.17467026,-0.29158407,-0.051102076,-0.026997745,0.0,0.0,2
0.027602863,0.50109917,-0.17462224,-0.29034516,-0.052553114,-0.02902073,0.0,0.0,1
0.025776386,0.49396828,-0.18283531,-0.31692073,-0.05235985,0.003865296,0.0,0.0,2
0.02386341,0.4874285,-0.19089918,-0.29066896,-0.052758478,-0.007972593,0.0,0.0,2
0.021839524,0.48104227,-0.201347,-0.2838709,-0.053791597,-0.020662397,0.0,0.0,2
0.01978531,0.47543344,-0.20400098,-0.24933283,-0.055192236,-0.028012697,0.0,0.0,1
0.017641257,0.46924067,-0.21528926,-0.27520192,-0.054318983,0.017464884,0.0,0.0,2
0.015408325,0.4633454,-0.2236071,-0.26199988,-0.054006,0.006259541,0.0,0.0,1
0.013113404,0.45685682,-0.23139408,-0.288314,-0.05212864,0.037547294,0.0,0.0,2
0.0108797075,0.45034227,-0.2254552,-0.28946528,-0.050059926,0.04137408,0.0,0.0,0
0.008646106,0.44322768,-0.22545524,-0.31613228,-0.047991212,0.04137408,0.0,0.0,2
0.0064228056,0.43628356,-0.2243481,-0.30856478,-0.045988023,0.040063553,0.0,0.0,2
0.004413986,0.4300923,-0.20372096,-0.27508116,-0.043185454,0.056051128,0.0,0.0,3
0.0025032044,0.42329,-0.19141614,-0.30231458,-0.042854097,0.006627305,0.0,0.0,2
0.00046710967,0.4169476,-0.20321436,-0.28189558,-0.04324116,-0.0077414634,0.0,0.0,2
-0.0015673637,0.41106257,-0.2029206,-0.26157397,-0.04376135,-0.010403876,0.0,0.0,3
-0.0035134316,0.40457448,-0.19183269,-0.28844234,-0.046503257,-0.0548382,0.0,0.0,2
-0.005267906,0.39820048,-0.17345941,-0.2833537,-0.048461508,-0.03916518,0.0,0.0,2
-0.0070140837,0.39203984,-0.17254478,-0.27387437,-0.05050248,-0.04081954,0.0,0.0,2
-0.008732605,0.38584536,-0.16982636,-0.2753814,-0.05250389,-0.040028386,0.0,0.0,0
-0.010451126,0.37905094,-0.16982637,-0.30204836,-0.054505304,-0.040028434,0.0,0.0,2
-0.012310505,0.37245822,-0.18311363,-0.29311544,-0.057291467,-0.05572334,0.0,0.0,2
-0.014017868,0.36651778,-0.16841379,-0.2641106,-0.05959685,-0.04610742,0.0,0.0,2
-0.015611363,0.36098307,-0.1573641,-0.24606697,-0.061560255,-0.039268214,0.0,0.0,1
-0.017272377,0.35485762,-0.16583504,-0.27225196,-0.061819218,-0.005179342,0.0,0.0,2
-0.018762494,0.34896535,-0.14939356,-0.26186416,-0.061448008,0.007424225,0.0,0.0,3
-0.020165348,0.3424543,-0.13841286,-0.28945857,-0.063293286,-0.0369056,0.0,0.0,2
-0.021644592,0.33604476,-0.14555916,-0.28496906,-0.06562784,-0.046691034,0.0,0.0,3
-0.02305603,0.3290203,-0.1370541,-0.3123817,-0.06968054,-0.081053786,0.0,0.0,2
-0.024589729,0.32256633,-0.14845309,-0.28707886,-0.074548,-0.09734901,0.0,0.0,2
-0.02590704,0.31692317,-0.12750086,-0.25102463,-0.07874076,-0.08385543,0.0,0.0,2
-0.02727871,0.3121399,-0.13231759,-0.21284918,-0.08353721,-0.09592903,0.0,0.0,1
-0.0287467,0.30677184,-0.14442125,-0.23871584,-0.08589291,-0.047113996,0.0,0.0,2
-0.030002117,0.30188313,-0.12385881,-0.21737123,-0.08755363,-0.033214338,0.0,0.0,1
-0.031351186,0.29641315,-0.1356281,-0.24306956,-0.08683433,0.014385721,0.0,0.0,1
-0.03276558,0.29035965,-0.1438568,-0.26890448,-0.08444598,0.047766894,0.0,0.0,2
-0.03425026,0.28425574,-0.15041794,-0.2711762,-0.08252453,0.03842949,0.0,0.0,2
-0.03565979,0.27814516,-0.14308625,-0.27146652,-0.0804064,0.042362325,0.0,0.0,2
-0.036917686,0.27204552,-0.12847552,-0.27095065,-0.0777401,0.053325824,0.0,0.0,2
-0.038227655,0.26588604,-0.1333128,-0.27363816,-0.07544319,0.04593817,0.0,0.0,2
-0.039327525,0.2597111,-0.113156654,-0.2742852,-0.072313294,0.062598035,0.0,0.0,2
-0.040233612,0.25438708,-0.09435065,-0.23644535,-0.068611644,0.07403283,0.0,0.0,1
-0.041226007,0.24846126,-0.10517464,-0.26311216,-0.06274752,0.11728263,0.0,0.0,2
-0.04199066,0.24324805,-0.08320217,-0.23142774,-0.056084834,0.13325387,0.0,0.0,2
-0.042690564,0.23799141,-0.0769448,-0.23338649,-0.049219515,0.13730636,0.0,0.0,1
-0.0434844,0.23215443,-0.08873281,-0.25913736,-0.039979253,0.1848052,0.0,0.0,2
-0.044343375,0.22692755,-0.09479774,-0.23209701,-0.031188888,0.17580734,0.0,0.0,3
-0.045116328,0.2210867,-0.08399686,-0.25946814,-0.024568893,0.13240008,0.0,0.0,2
-0.045701694,0.21608634,-0.06601183,-0.22213367,-0.017190047,0.14757672,0.0,0.0,0
-0.04628706,0.21048675,-0.06601198,-0.24880491,-0.009811235,0.14757615,0.0,0.0,1
-0.04696398,0.20428234,-0.07749952,-0.27571157,-0.0001329207,0.19356637,0.0,0.0,3
-0.047559164,0.1974706,-0.06724221,-0.3027636,0.0074911155,0.15248084,0.0,0.0,3
-0.048068903,0.19005783,-0.056514405,-0.32949576,0.012966951,0.109516844,0.0,0.0,2
-0.048583128,0.18304461,-0.056987762,-0.3117582,0.018462215,0.10990485,0.0,0.0,2
-0.04900675,0.17682217,-0.04843739,-0.27663916,0.024456048,0.11987691,0.0,0.0,3
-0.04935093,0.16999441,-0.038463484,-0.30352548,0.02845508,0.07998077,0.0,0.0,2
-0.049808692,0.16391546,-0.04941811,-0.27025205,0.03204747,0.07184776,0.0,0.0,2
-0.05036192,0.15841928,-0.05862947,-0.2443478,0.035316225,0.065374985,0.0,0.0,3
-0.050852396,0.15232566,-0.050768424,-0.27086863,0.037009723,0.033870187,0.0,0.0,2
-0.05121231,0.14714248,-0.038495027,-0.23042826,0.039479982,0.049405403,0.0,0.0,3
-0.05150337,0.14136651,-0.029845834,-0.25672793,0.04021399,0.01468,0.0,0.0,3
-0.05172844,0.13499215,-0.021576226,-0.28327876,0.03929146,-0.0184506,0.0,0.0,2
-0.051833726,0.12936653,-0.01031675,-0.2500244,0.039086998,-0.0040893434,0.0,0.0,2
-0.05207195,0.12397071,-0.023102392,-0.2397962,0.03836781,-0.014383659,0.0,0.0,2
-0.052399445,0.1187595,-0.031702615,-0.23158176,0.03732934,-0.02076965,0.0,0.0,2
-0.052878667,0.11450401,-0.046339802,-0.18909366,0.03576961,-0.031194389,0.0,0.0,1
-0.05344038,0.10963884,-0.05669584,-0.21624091,0.036289033,0.010388292,0.0,0.0,3
-0.053912926,0.104175076,-0.045506924,-0.24279334,0.034567617,-0.034428336,0.0,0.0,2
-0.054477405,0.09916435,-0.054386515,-0.222654,0.03253377,-0.040677126,0.0,0.0,2
-0.055032633,0.09413589,-0.05357052,-0.22344641,0.030601034,-0.038654536,0.0,0.0,2
-0.055451013,0.089192614,-0.040584017,-0.21967655,0.029366422,-0.02469238,0.0,0.0,2
-0.056025792,0.08514212,-0.055635232,-0.17998639,0.027544199,-0.036444563,0.0,0.0,1
-0.05666685,0.08048702,-0.06394487,-0.20688862,0.027387934,-0.0031254664,0.0,0.0,3
-0.05724325,0.07523233,-0.055838753,-0.23351125,0.025608437,-0.035589747,0.0,0.0,2
-0.057730865,0.06993342,-0.04741421,-0.23548298,0.02428399,-0.026489142,0.0,0.0,2
-0.058302592,0.06502112,-0.055508774,-0.2182996,0.022644747,-0.0327849,0.0,0.0,2
-0.059005927,0.06055313,-0.06812923,-0.19854538,0.020470137,-0.043492112,0.0,0.0,2
-0.05978384,0.05694767,-0.07533935,-0.16021207,0.018043207,-0.048538577,0.0,0.0,0
-0.060561847,0.052742254,-0.07533933,-0.18687923,0.015616291,-0.048538554,0.0,0.0,1
-0.061416436,0.04793845,-0.08493998,-0.21349932,0.015111531,-0.01009526,0.0,0.0,0
-0.06227093,0.042534553,-0.08493999,-0.240166,0.014606774,-0.010095266,0.0,0.0,3
-0.063033864,0.036531553,-0.07344655,-0.2667737,0.011800196,-0.05613155,0.0,0.0,2
-0.063932896,0.030493794,-0.0864521,-0.26832113,0.008384294,-0.06831782,0.0,0.0,2
-0.06475677,0.024409829,-0.07929195,-0.27038127,0.0053311996,-0.061062086,0.0,0.0,1
-0.065659806,0.017718896,-0.089228764,-0.2973722,0.004268713,-0.021249609,0.0,0.0,2
-0.06654997,0.011421213,-0.08801381,-0.279896,0.0032793658,-0.019786656,0.0,0.0,2
-0.06760941,0.0058557726,-0.10417037,-0.2473494,0.0015206554,-0.035174213,0.0,0.0,2
-0.06872215,0.00042776822,-0.109242484,-0.2412445,-0.0004802216,-0.04001754,0.0,0.0,2
-0.06987743,-0.00493454,-0.11329385,-0.23832557,-0.00267844,-0.04396438,1.0,1.0,0
-0.071019076,-0.009729543,-0.11295041,-0.21374075,-0.0036626325,-0.019403646,1.0,1.0,0
-0.072159864,-0.013921085,-0.113057,-0.18627276,-0.004658081,-0.019906625,1.0,1.0,0
